url,release_date,brand_name,model,gender,len_colorway,main_color,upper_material,technology,len_size,unique,price,days_since_release
https://www.goat.com/sneakers/air-jordan-1-retro-high-og-pinnacle-705075-030,2015-02-14,Air Jordan,Air Jordan 1 Retro High OG 'Pinnacle',men,3,Black,Leather,Air,39,0,532.0,3731
https://www.goat.com/sneakers/air-mag-2016-autolacing-amg-16,2016-10-04,Nike,Nike Mag 2016 'Auto-Lacing',men,4,Grey,,,39,1,,3133
https://www.goat.com/sneakers/air-jordan-xxx-811006-101,2016-02-12,Air Jordan,Air Jordan 30 'White Wolf Grey',men,4,White,Synthetic,Zoom Air,39,0,458.0,3368
https://www.goat.com/sneakers/gazelle-bb5480,2016-09-01,adidas,Gazelle 'Grey',men,7,Grey,,,31,0,52.0,3166
https://www.goat.com/sneakers/air-jordan-retro-4-og-cement-2016-836015-192,2016-02-13,Air Jordan,Air Jordan 4 Retro OG 'White Cement' 2016,men,6,White,Leather,Air,39,0,470.0,3367
https://www.goat.com/sneakers/air-jordan-5-og-metallic-845035-003,2016-07-23,Air Jordan,Air Jordan 5 Retro OG 'Black Metallic' 2016,men,3,Black,Nubuck,Air,39,0,430.0,3206
https://www.goat.com/sneakers/air-jordan-4-retro-alternate-89-308497-104,2016-01-02,Air Jordan,Air Jordan 4 Retro 'Alternate 89',men,4,White,Leather,Air,39,0,404.0,3409
https://www.goat.com/sneakers/air-jordan-5-retro-olympic-136027-133,2016-08-20,Air Jordan,Air Jordan 5 Retro 'Olympic',men,4,White,,Air,39,0,288.0,3178
https://www.goat.com/sneakers/air-jordan-5-retro-low-knicks-819171-417,2016-03-28,Air Jordan,Air Jordan 5 Retro Low 'Knicks',men,7,Blue,,Air,39,0,325.0,3323
https://www.goat.com/sneakers/air-jordan-5-low-fire-red-2016-819171-101,2016-03-12,Air Jordan,Air Jordan 5 Retro Low 'Fire Red' 2016,men,3,White,,Air,39,0,187.0,3339
https://www.goat.com/sneakers/air-jordan-4-pinnacle-snakeskin-819139-030,2016-05-21,Air Jordan,Air Jordan 4 Retro Premium 'Snakeskin',men,7,Cream,Leather,Air,39,0,866.0,3269
https://www.goat.com/sneakers/air-jordan-4-retro-obsidian-819139-402,2016-09-17,Air Jordan,Air Jordan 4 Retro Premium 'Obsidian',men,3,Blue,Leather,Air,39,0,547.0,3150
https://www.goat.com/sneakers/air-jordan-4-premium-wheat-819139-205,2016-10-29,Air Jordan,Air Jordan 4 Retro Premium 'Wheat',men,3,Brown,Leather,Air,39,0,573.0,3108
https://www.goat.com/sneakers/air-jordan-5-retro-metallic-bronze-136027-416,2016-09-24,Air Jordan,Air Jordan 5 Retro 'Bronze',men,4,Blue,,Air,39,0,309.0,3143
https://www.goat.com/sneakers/air-jordan-4-retro-premium-pinnacle-819139-010,2016-04-09,Air Jordan,Air Jordan 4 Retro Premium 'Pinnacle',men,3,Black,Leather,Air,39,0,535.0,3311
https://www.goat.com/sneakers/air-jordan-5-low-chinese-new-year-840475-060,2016-01-23,Air Jordan,Air Jordan 5 Retro Low 'Chinese New Year 2016',men,7,Black,Nylon,Air,39,0,375.0,3388
https://www.goat.com/sneakers/air-jordan-5-retro-low-alternate-90-819171-001,2016-01-30,Air Jordan,Air Jordan 5 Retro Low 'Alternate 90',men,4,Black,,Air,39,0,379.0,3381
https://www.goat.com/sneakers/air-jordan-4-retro-dunk-from-above-308497-425,2016-03-19,Air Jordan,Air Jordan 4 Retro 'Dunk From Above',men,8,Blue,Leather,Air,39,0,363.0,3332
https://www.goat.com/sneakers/air-jordan-5-retro-low-dunk-from-above-819171-135,2016-02-20,Air Jordan,Air Jordan 5 Retro Low 'Dunk From Above',men,5,White,,Air,39,0,220.0,3360
https://www.goat.com/sneakers/air-jordan-5-retro-low-neymar-846315-025,2016-06-03,Air Jordan,Air Jordan 5 Retro Low 'Neymar',men,4,Silver,,Air,39,1,364.0,3256
https://www.goat.com/sneakers/air-jordan-1-retro-high-og-banned-2016-555088-001,2016-09-02,Air Jordan,Air Jordan 1 Retro High OG 'Banned' 2016,men,3,Black,Leather,Air,39,0,416.0,3165
https://www.goat.com/sneakers/air-more-uptempo-414962-002,2016-03-23,Nike,Air More Uptempo 'Black White' 2016,men,2,Black,,Air,39,0,530.0,3328
https://www.goat.com/sneakers/air-jordan-17-bulls-832816-001,2016-05-29,Air Jordan,Air Jordan 17+ Retro 'Bulls',men,4,Black,Leather,Zoom Air,39,0,319.0,3261
